accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",25,25,0.01
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",25,25,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",25,25,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",25,25,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",25,25,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",50,25,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",50,25,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",50,25,0.03
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",50,25,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",50,25,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",100,25,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",100,25,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",100,25,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",100,25,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",100,25,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",25,32,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",25,32,0.02
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",25,32,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",25,32,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",25,32,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",50,32,0.01
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",50,32,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",50,32,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",50,32,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",50,32,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",100,32,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",100,32,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",100,32,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",100,32,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",100,32,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",25,64,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",25,64,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",25,64,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",25,64,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",25,64,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",50,64,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",50,64,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",50,64,0.03
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",50,64,0.04
0.012235817575083427,0.012235817575083427,1.0,0.024175824175824177,"[[  0 888]
 [  0  11]]",50,64,0.05
0.20467185761957732,0.20467185761957732,1.0,0.3397968605724838,"[[  0 715]
 [  0 184]]",100,64,0.01
0.0878754171301446,0.0878754171301446,1.0,0.16155419222903886,"[[  0 820]
 [  0  79]]",100,64,0.02
0.04449388209121246,0.04449388209121246,1.0,0.08519701810436635,"[[  0 859]
 [  0  40]]",100,64,0.03
0.020022246941045607,0.020022246941045607,1.0,0.03925845147219193,"[[  0 881]
 [  0  18]]",100,64,0.04
