root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,rate_of_growth,features
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,p_0.1,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR']"
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,p_0.15,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR']"
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,p_0.2,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Income GR']"
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,p_0.25,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Income GR']"
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,f_0.1,0.01,"['High Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,f_0.5,0.01,"['High Price GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread Close-Open GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,f_1,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Income GR']"
0.49665548085837796,0.2466666666666667,0.2466666666666667,0.7533333333333333,0.7533333333333333,0.0,0.0,0.0,"[[678   1]
 [221   0]]",none,0.001,f_2,0.01,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,p_0.05,0.02,"['% Deli. Qty to Traded Qty GR', 'Income GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,p_0.1,0.02,"['% Deli. Qty to Traded Qty GR', 'Income GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,p_0.15,0.02,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Income GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,p_0.2,0.02,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,p_0.25,0.02,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,f_0.1,0.02,"['Open Price GR', 'High Price GR', 'Low Price GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,f_0.5,0.02,"['Low Price GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,f_1,0.02,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,f_2,0.02,"['No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.3231786571610886,0.10444444444444444,0.10444444444444444,0.8955555555555555,0.8955555555555555,0.0,0.0,0.0,"[[806   0]
 [ 94   0]]",l2,0.001,f_5,0.02,['Income GR']
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,p_0.01,0.03,['No. of Trades GR']
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,p_0.05,0.03,['No. of Trades GR']
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,p_0.1,0.03,"['No. of Trades GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,p_0.15,0.03,"['No. of Trades GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,p_0.2,0.03,"['No. of Trades GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,p_0.25,0.03,"['High Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Income GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,f_0.1,0.03,"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Beta GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,f_0.5,0.03,"['Open Price GR', 'High Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,f_1,0.03,"['High Price GR', 'WAP GR', 'No. of Trades GR', '% Deli. Qty to Traded Qty GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,f_2,0.03,"['No. of Trades GR', 'Net Profit GR', 'EPS GR']"
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,f_5,0.03,['No. of Trades GR']
0.20548046676563256,0.042222222222222223,0.042222222222222223,0.9577777777777776,0.9577777777777776,0.0,0.0,0.0,"[[862   0]
 [ 38   0]]",l2,0.001,f_10,0.03,['No. of Trades GR']
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,p_0.01,0.04,"['Revenue GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,p_0.05,0.04,"['Revenue GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,p_0.1,0.04,"['Revenue GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,p_0.15,0.04,"['Revenue GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,p_0.2,0.04,"['Open Price GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,p_0.25,0.04,"['Open Price GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,f_0.1,0.04,"['Open Price GR', 'High Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,f_0.5,0.04,"['Open Price GR', 'High Price GR', 'Close Price GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Beta GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,f_1,0.04,"['Open Price GR', 'Revenue GR', 'Income GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,f_2,0.04,"['Revenue GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,f_5,0.04,"['Revenue GR', 'Expenditure GR', 'Net Profit GR', 'EPS GR']"
0.149071198499986,0.022222222222222227,0.022222222222222227,0.9777777777777776,0.9777777777777776,0.0,0.0,0.0,"[[880   0]
 [ 20   0]]",l2,0.001,f_10,0.04,"['Net Profit GR', 'EPS GR']"
0.11547005383792515,0.013333333333333334,0.013333333333333334,0.9866666666666668,0.9866666666666668,0.0,0.0,0.0,"[[888   0]
 [ 12   0]]",l2,0.001,p_0.01,0.05,"['Net Profit GR', 'EPS GR']"
