accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",25,25,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",25,25,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",25,25,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",25,25,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",25,25,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",50,25,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",50,25,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",50,25,0.03
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",50,25,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",50,25,0.05
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",100,25,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",100,25,0.02
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",100,25,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",100,25,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",100,25,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",25,32,0.01
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",25,32,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",25,32,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",25,32,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",25,32,0.05
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",50,32,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",50,32,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",50,32,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",50,32,0.04
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",50,32,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",100,32,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",100,32,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",100,32,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",100,32,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",100,32,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",25,64,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",25,64,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",25,64,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",25,64,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",25,64,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",50,64,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",50,64,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",50,64,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",50,64,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",50,64,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",100,64,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",100,64,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",100,64,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",100,64,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",100,64,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",25,100,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",25,100,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",25,100,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",25,100,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",25,100,0.05
0.234375,0.234375,1.0,0.379746835443038,"[[  0 637]
 [  0 195]]",50,100,0.01
0.11298076923076923,0.11298076923076923,1.0,0.20302375809935205,"[[  0 738]
 [  0  94]]",50,100,0.02
0.052884615384615384,0.052884615384615384,1.0,0.1004566210045662,"[[  0 788]
 [  0  44]]",50,100,0.03
0.02403846153846154,0.02403846153846154,1.0,0.04694835680751174,"[[  0 812]
 [  0  20]]",50,100,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 819]
 [  0  13]]",50,100,0.05
