accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",25,25,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",25,25,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",25,25,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",25,25,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",25,25,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",50,25,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",50,25,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",50,25,0.03
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",50,25,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",50,25,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",100,25,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",100,25,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",100,25,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",100,25,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",100,25,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",25,32,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",25,32,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",25,32,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",25,32,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",25,32,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",50,32,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",50,32,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",50,32,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",50,32,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",50,32,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",100,32,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",100,32,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",100,32,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",100,32,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",100,32,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",25,64,0.01
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",25,64,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",25,64,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",25,64,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",25,64,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",50,64,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",50,64,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",50,64,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",50,64,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",50,64,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",100,64,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",100,64,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",100,64,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",100,64,0.04
0.015625,0.015625,1.0,0.03076923076923077,"[[  0 882]
 [  0  14]]",100,64,0.05
0.21540178571428573,0.21540178571428573,1.0,0.3544536271808999,"[[  0 703]
 [  0 193]]",25,100,0.01
0.10491071428571429,0.10491071428571429,1.0,0.18989898989898993,"[[  0 802]
 [  0  94]]",25,100,0.02
0.05580357142857143,0.05580357142857143,1.0,0.10570824524312897,"[[  0 846]
 [  0  50]]",25,100,0.03
0.027901785714285716,0.027901785714285716,1.0,0.054288816503800214,"[[  0 871]
 [  0  25]]",25,100,0.04
