security code,security name,revenue,income,expenditure,profit,eps,year,quartile
532689,PVR LTD,618.9,639.4,-528.8,62.5,2.6,2007,3
532689,PVR LTD,648.1,673.8,-560.3,61.1,2.59,2007,4
532689,PVR LTD,543.0,568.2,-509.5,27.0,1.11,2008,1
532689,PVR LTD,602.2,625.9,-548.4,38.8,1.62,2008,2
532689,PVR LTD,788.4,803.4,-687.0,79.3,3.38,2008,3
532689,PVR LTD,766.0,752.3,-671.0,19.5,2.03,2008,4
532689,PVR LTD,345.1,339.8,-482.5,-109.2,4.72,2009,2
532689,PVR LTD,801.3,786.8,-701.5,52.1,2.26,2009,3
532689,PVR LTD,898.2,888.3,-776.5,67.6,2.92,2009,4
532689,PVR LTD,874.2,867.5,-823.5,34.5,1.34,2010,2
532689,PVR LTD,955.2,950.0,-842.9,68.9,2.54,2010,4
532689,PVR LTD,1044.9,1039.4,-936.6,224.7,8.28,2011,2
532689,PVR LTD,1280.2,1270.2,-1077.6,122.7,4.65,2011,3
532689,PVR LTD,1258.3,1239.1,-1104.7,81.8,3.08,2011,4
532689,PVR LTD,1124.4,1110.6,-181.7,-148.1,-5.54,2012,1
532689,PVR LTD,1587.4,1578.0,-210.7,79.8,3.08,2012,2
532689,PVR LTD,1764.5,1757.7,-259.1,149.6,5.76,2012,3
532689,PVR LTD,1877.1,1871.9,-278.3,142.2,5.28,2012,4
532689,PVR LTD,1459.6,1453.6,-247.8,176.9,5.94,2013,1
532689,PVR LTD,2085.4,2081.0,-329.9,162.3,4.1,2013,2
532689,PVR LTD,2368.3,2357.7,-233.3,218.3,5.5,2013,3
532689,PVR LTD,2235.0,2228.1,-196.2,126.9,3.19,2013,4
532689,PVR LTD,2889.6,2887.0,-271.5,71.1,1.74,2014,1
532689,PVR LTD,3427.1,3421.7,-255.2,84.7,2.06,2014,2
532689,PVR LTD,3722.8,3714.0,-287.7,85.8,2.09,2014,3
532689,PVR LTD,3976.5,3968.3,-305.5,314.3,7.63,2014,4
532689,PVR LTD,2748.2,2738.4,-310.6,-348.6,-8.39,2015,1
532689,PVR LTD,4621.7,4617.0,-328.8,566.7,13.64,2015,2
532689,PVR LTD,4519.6,4512.1,-355.8,384.6,8.47,2015,3
532689,PVR LTD,4487.2,4477.5,-372.7,293.3,6.3,2015,4
532689,PVR LTD,3811.3,3789.7,-334.4,-103.2,-2.21,2016,1
532689,PVR LTD,5362.8,5260.6,-393.7,446.7,9.59,2016,2
532689,PVR LTD,4675.3,4830.1,-4777.6,1.2,-0.11,2017,1
532689,PVR LTD,5997.6,6163.7,-5513.5,411.2,8.8,2017,2
532689,PVR LTD,5325.4,5363.4,-4978.6,238.5,4.99,2017,3
532689,PVR LTD,5478.5,5500.6,-5071.5,282.8,6.09,2017,4
532689,PVR LTD,5659.7,5728.8,-5287.2,281.7,6.03,2018,1
532689,PVR LTD,6804.3,6843.6,-6077.0,497.0,10.63,2018,2
532689,PVR LTD,6474.2,6526.7,-2654.2,308.5,6.6,2018,3
532689,PVR LTD,6949.4,7084.7,-2706.8,458.7,9.81,2018,4
532689,PVR LTD,7239.0,7313.4,-2903.9,463.3,9.92,2019,1
532689,PVR LTD,7526.5,7584.8,-1869.6,122.4,2.62,2019,2
532689,PVR LTD,9159.7,9235.7,-2093.2,486.2,10.32,2019,3
532689,PVR LTD,8773.7,8876.0,-1966.8,395.0,7.88,2019,4
532689,PVR LTD,6235.1,6419.5,-1866.5,-756.2,-15.49,2020,1
532689,PVR LTD,97.4,517.3,-574.2,-2212.5,-43.09,2020,2
532689,PVR LTD,87.4,803.1,-555.1,-1806.4,-33.15,2020,3
532689,PVR,390.1,3153.0,-586.2,-412.8,-6.78,2020,4
