security_id,company_name,rate_of_growth,model,parameters,accuracy,precision,recall,f1_score,confusion matrix
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,0.001,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.05",0.5256723716381418,0.525,0.0538461538461538,0.0976744186046511,"[[409  19]
 [369  21]]"
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,0.001,knn,"metric = euclidean, n_neighbors = 92, weights = uniform, algorithm = ball_tree",0.5317848410757946,0.518324607329843,0.2538461538461538,0.3407917383820998,"[[336  92]
 [291  99]]"
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,0.001,svm,"C = 1000, gamma = 1e-05, kernel = rbf",0.5232273838630807,0.5,0.0025641025641025,0.0051020408163265,"[[427   1]
 [389   1]]"
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,0.001,rnn,"batch_size = 32, epochs = 50, activation = sigmoid, layers = 2, neurons = 32, optimizer = adam",0.516497461928934,0.4984894259818731,0.4342105263157895,0.4641350210970464,"[[242 166]
 [215 165]]"
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,0.001,cnn,"batch_size = 25, epochs = 25threshold = 0.4599999999999999, activation = sigmoid, layers = 2, neurons = 32, optimizer = sgd",0.4779951100244499,0.4779951100244499,1.0,0.6468155500413565,"[[  0 427]
 [  0 391]]"
500112,STATE BANK OF INDIA,0.001,logistic,"C = 0.001, penalty = none, p_f_value = p_0.1",0.5356347438752784,0.5343511450381679,0.1643192488262911,0.2513464991023339,"[[411  61]
 [356  70]]"
500112,STATE BANK OF INDIA,0.001,knn,"metric = euclidean, n_neighbors = 26, weights = uniform, algorithm = ball_tree",0.5167037861915368,0.4865771812080537,0.3403755868544601,0.4005524861878453,"[[319 153]
 [281 145]]"
500112,STATE BANK OF INDIA,0.001,rnn,"batch_size = 25, epochs = 25, activation = sigmoid, layers = 2, neurons = 32, optimizer = adam",0.4907834101382488,0.474040632054176,0.5011933174224343,0.4872389791183294,"[[216 233]
 [209 210]]"
500112,STATE BANK OF INDIA,0.001,svm,"C = 0.1, gamma = 0.01, kernel = rbf",0.5178173719376392,0.4313725490196078,0.0516431924882629,0.0922431865828092,"[[443  29]
 [404  22]]"
500112,STATE BANK OF INDIA,0.001,cnn,"batch_size = 25, epochs = 25threshold = 0.4499999999999999, activation = relu, layers = 2, neurons = 32, optimizer = adam",0.4832962138084632,0.4312977099236641,0.264018691588785,0.327536231884058,"[[321 149]
 [315 113]]"
